synset,hypernym,depth,level,entity,entity_hypernym,wiki_title,pageviews,neg_hypernym,domain
dock.n.06,body_part.n.01,5,2,dock,body part,dock,9.77e-06,cognition,Other
incompetence.n.01,inability.n.02,5,2,incompetence,inability,incompetence,2.69e-06,message,Abstraction
cove.n.01,inlet.n.01,5,2,cove,inlet,cove,4.37e-06,natural process,Other
exhaust.n.01,waste.n.01,5,2,exhaust,waste,exhaust,6.46e-06,rate,Abstraction
flock.n.02,animal_group.n.01,5,2,flock,animal group,flock,4.9e-06,scientist,Abstraction
assimilation.n.03,organic_process.n.01,4,2,assimilation,organic process,assimilation,4.57e-06,collection,Other
declination.n.04,acknowledgment.n.03,5,2,declination,acknowledgment,declination,6.03e-06,distress signal,Abstraction
payer.n.01,money_handler.n.01,5,2,payer,money handler,payer,1.66e-06,content,Person
linage.n.01,number.n.02,5,2,linage,number,linage,2.88e-06,body,Abstraction
aptitude.n.01,ability.n.02,5,2,aptitude,ability,aptitude,1.58e-06,group,Abstraction
cacodyl.n.02,group.n.02,5,2,cacodyl,group,cacodyl,1.69e-06,person,Other
kilohertz.n.01,rate.n.01,5,2,kilohertz,rate,kilohertz,3.55e-06,division,Abstraction
excavation.n.03,artifact.n.01,5,2,excavation,artifact,excavation,2.88e-06,skillfulness,Artifact
the_halt.n.01,disabled.n.01,5,2,the halt,disabled,the halt,8.51e-06,lover,Abstraction
reservation.n.02,statement.n.01,5,2,reservation,statement,reservation,8.91e-06,content,Abstraction
morrow.n.01,day.n.01,5,2,morrow,day,morrow,2.63e-06,worker,Abstraction
baked_goods.n.01,food.n.02,5,2,baked goods,food,baked goods,6.88e-06,content,Other
developer.n.01,creator.n.02,5,2,developer,creator,developer,1.58e-05,statement,Person
tourist.n.01,traveler.n.01,5,2,tourist,traveler,tourist,1.58e-05,time period,Person
representation.n.06,statement.n.01,5,2,representation,statement,representation,2.19e-05,property,Abstraction
reward.n.04,offer.n.02,5,2,reward,offer,reward,2.14e-05,people,Abstraction
root.n.04,number.n.02,5,2,root,number,root,2.57e-05,organization,Abstraction
representation.n.05,body.n.02,5,2,representation,body,representation,2.19e-05,opposition,Abstraction
legal_relation.n.01,professional_relation.n.01,5,2,legal relation,professional relation,legal relation,1.75e-05,opposition,Abstraction
maker.n.01,creator.n.02,5,2,maker,creator,maker,1.7e-05,condition,Person
white_trash.n.01,poor_person.n.01,5,2,white trash,poor person,white trash,2.43e-05,stream,Person
recall.n.03,bugle_call.n.01,5,2,recall,bugle call,recall,2.51e-05,certainty,Abstraction
citizen.n.01,national.n.01,5,2,citizen,national,citizen,2.45e-05,foundation,Person
gauge.n.02,standard.n.01,5,2,gauge,standard,gauge,1.05e-05,assimilation,Abstraction
button.n.07,artifact.n.01,5,2,button,artifact,button,3.63e-05,inaccuracy,Artifact
goldfish_bowl.n.01,situation.n.01,5,2,goldfish bowl,situation,goldfish bowl,2.78e-05,waste,Abstraction
selenium.n.01,antioxidant.n.01,5,2,selenium,antioxidant,selenium,1.95e-05,vegetation,Substance
marriage_proposal.n.01,offer.n.02,5,2,marriage proposal,offer,marriage proposal,4.71e-05,organic process,Abstraction
employee.n.01,worker.n.01,5,2,employee,worker,employee,3.16e-05,natural language,Person
decade.n.01,time_period.n.01,5,2,decade,time period,decade,3.31e-05,connection,Abstraction
grass_roots.n.01,foundation.n.01,4,2,grass roots,foundation,grass roots,1.14e-05,status,Abstraction
tribute.n.01,approval.n.04,5,2,tribute,approval,tribute,1.78e-05,biological group,Abstraction
blemish.n.01,appearance.n.01,5,2,blemish,appearance,blemish,1.55e-05,person,Abstraction
combatant.n.01,person.n.01,4,2,combatant,person,combatant,2.09e-05,chemical process,Person
sweetheart.n.01,lover.n.01,5,2,sweetheart,lover,sweetheart,2.04e-05,assets,Person
fold.n.03,geological_process.n.01,5,2,fold,geological process,fold,1.2e-05,number,Other
suggestion.n.02,proposal.n.01,5,2,suggestion,proposal,suggestion,1.7e-05,geological process,Abstraction
mid-march.n.01,time_period.n.01,5,2,mid-march,time period,mid-march,4.85e-05,quality,Abstraction
cottonseed_cake.n.01,residue.n.01,4,2,cottonseed cake,residue,cottonseed cake,1.35e-05,contestant,Other
latin.n.02,inhabitant.n.01,5,2,latin,inhabitant,latin,3.02e-05,biological group,Person
contract_offer.n.01,offer.n.02,5,2,contract offer,offer,contract offer,4.9e-05,lover,Abstraction
scrub.n.01,vegetation.n.01,5,2,scrub,vegetation,scrub,3.09e-05,scientist,Abstraction
junior.n.03,person.n.01,4,2,junior,person,junior,3.09e-05,content,Person
retreat.n.04,bugle_call.n.01,5,2,retreat,bugle call,retreat,1.35e-05,gesture,Abstraction
performer.n.01,entertainer.n.01,5,2,performer,entertainer,performer,2.3e-05,time period,Person
paragraph.n.01,writing.n.02,5,2,paragraph,writing,paragraph,1.07e-05,music genre,Abstraction
flank.n.01,formation.n.01,5,2,flank,formation,flank,4.07e-05,cosmic time,Abstraction
brook.n.01,stream.n.01,5,2,brook,stream,brook,2.34e-05,geological formation,Other
scientist.n.01,person.n.01,4,2,scientist,person,scientist,1.62e-05,bugle call,Person
migration.n.02,people.n.01,4,2,migration,people,migration,1.38e-05,inaccuracy,Abstraction
mutual_opposition.n.01,opposition.n.02,4,2,mutual opposition,opposition,mutual opposition,1.22e-05,biological group,Abstraction
client.n.01,case.n.06,5,2,client,case,client,3.47e-05,number,Person
high_status.n.01,status.n.01,5,2,high status,status,high status,6.55e-05,adult,Abstraction
slipstream.n.01,flow.n.04,5,2,slipstream,flow,slipstream,0.00012,disabled,Other
can.n.02,containerful.n.01,5,2,can,containerful,can,0.00288,adult,Abstraction
bill_of_rights.n.01,statement.n.01,5,2,bill of rights,statement,bill of rights,7.37e-05,inaccuracy,Abstraction
estate_of_the_realm.n.01,class.n.03,5,2,estate of the realm,class,estate of the realm,6.61e-05,person,Abstraction
culture.n.06,attitude.n.01,5,2,culture,attitude,culture,0.000107,body part,Abstraction
size.n.01,magnitude.n.01,5,2,size,magnitude,size,0.000135,cognition,Abstraction
deputation.n.01,organization.n.01,5,2,deputation,organization,deputation,8.13e-05,number,Abstraction
boyfriend.n.01,man.n.01,5,2,boyfriend,man,boyfriend,0.000191,person,Person
russian.n.01,native.n.01,5,2,russian,native,russian,0.000102,worthlessness,Person
month.n.02,time_unit.n.01,4,2,month,time unit,month,0.000178,distress signal,Abstraction
command.n.06,skillfulness.n.01,5,2,command,skillfulness,command,0.000251,creator,Abstraction
amerind.n.01,natural_language.n.01,5,2,amerind,natural language,amerind,8.13e-05,temperature scale,Abstraction
celsius_scale.n.01,temperature_scale.n.01,5,2,celsius scale,temperature scale,celsius scale,5.22e-05,inlet,Abstraction
conscience.n.01,ethical_motive.n.01,5,2,conscience,ethical motive,conscience,8.54e-05,irregularity,Abstraction
year.n.03,time_period.n.01,5,2,year,time period,year,0.000912,people,Abstraction
classical_music.n.01,music_genre.n.01,5,2,classical music,music genre,classical music,9.12e-05,distress signal,Abstraction
subspecies.n.01,taxonomic_group.n.01,5,2,subspecies,taxonomic group,subspecies,0.00012,indefinite quantity,Abstraction
ace.n.03,expert.n.01,5,2,ace,expert,ace,0.000155,animal group,Person
time-out.n.01,pause.n.01,5,2,time-out,pause,time-out,0.00108,contestant,Abstraction
walk-in.n.01,person.n.01,4,2,walk-in,person,walk-in,0.000119,pause,Person
life.n.05,time_period.n.01,5,2,life,time period,life,0.000776,movement,Abstraction
grade.n.03,gradient.n.02,5,2,grade,gradient,grade,6.31e-05,system of weights,Abstraction
dog_days.n.01,time_period.n.01,5,2,dog days,time period,dog days,9.62e-05,foundation,Abstraction
movement.n.03,happening.n.01,5,2,movement,happening,movement,9.33e-05,complexity,Abstraction
owner.n.02,person.n.01,4,2,owner,person,owner,6.76e-05,antioxidant,Person
education.n.02,content.n.05,5,2,education,content,education,0.000191,property,Abstraction
military_action.n.01,group_action.n.01,5,2,military action,group action,military action,0.000178,organization,Abstraction
news.n.01,information.n.01,5,2,news,information,news,0.000275,irregularity,Abstraction
free_french.n.01,movement.n.04,5,2,free french,movement,free french,9.55e-05,substance,Abstraction
regular.n.03,follower.n.01,5,2,regular,follower,regular,8.91e-05,gesture,Person
good_part.n.01,strength.n.01,5,2,good part,strength,good part,0.000414,pause,Abstraction
professional.n.01,adult.n.01,5,2,professional,adult,professional,0.000112,person,Person
class.n.01,collection.n.01,4,2,class,collection,class,0.000457,stream,Abstraction
mother_tongue.n.01,natural_language.n.01,5,2,mother tongue,natural language,mother tongue,0.000115,distress signal,Abstraction
flight.n.01,formation.n.01,5,2,flight,formation,flight,7.24e-05,time unit,Abstraction
chic.n.01,elegance.n.01,5,2,chic,elegance,chic,0.000145,chemical process,Abstraction
year-end.n.01,end.n.02,5,2,year-end,end,year-end,0.000314,offer,Abstraction
chump.n.01,victim.n.02,5,2,chump,victim,chump,0.000112,person,Person
sum.n.01,assets.n.01,5,2,sum,assets,sum,0.000135,person,Abstraction
sugariness.n.02,sweetness.n.02,6,3,sugariness,sweetness,sugariness,1e-09,mineral,Abstraction
sphaeriales.n.01,fungus_order.n.01,7,3,sphaeriales,fungus order,sphaeriales,1e-09,fern genus,Abstraction
perissodactyla.n.01,animal_order.n.01,7,3,perissodactyla,animal order,perissodactyla,1.32e-08,cognitive state,Abstraction
euphagus.n.01,bird_genus.n.01,7,3,euphagus,bird genus,euphagus,1e-09,experience,Abstraction
marcionism.n.01,heresy.n.02,6,3,marcionism,heresy,marcionism,1.23e-08,topographic point,Abstraction
cestida.n.01,animal_order.n.01,7,3,cestida,animal order,cestida,1e-09,cognitive state,Abstraction
methacholine.n.01,medicine.n.02,6,3,methacholine,medicine,methacholine,1.35e-08,communication,Substance
gerris.n.01,arthropod_genus.n.01,7,3,gerris,arthropod genus,gerris,1.26e-08,hopefulness,Abstraction
pholidota.n.02,animal_order.n.01,7,3,pholidota,animal order,pholidota,1e-09,careerist,Abstraction
caitiff.n.01,cur.n.02,6,3,caitiff,cur,caitiff,1.48e-08,retreat,Person
carina_fornicis.n.01,carina.n.02,7,3,carina fornicis,carina,carina fornicis,1e-09,commerce,Other
acrocomia.n.01,monocot_genus.n.01,7,3,acrocomia,monocot genus,acrocomia,1e-09,value,Abstraction
protology.n.01,discipline.n.01,7,3,protology,discipline,protology,1e-09,waste,Abstraction
ceterach.n.01,fern_genus.n.01,7,3,ceterach,fern genus,ceterach,1e-09,hopefulness,Abstraction
podetium.n.01,plant_process.n.01,7,3,podetium,plant process,podetium,1e-09,organism,Other
momotus.n.01,bird_genus.n.01,7,3,momotus,bird genus,momotus,1e-09,external body part,Abstraction
shapelessness.n.02,unattractiveness.n.01,7,3,shapelessness,unattractiveness,shapelessness,1e-09,layer,Abstraction
deparia.n.01,fern_genus.n.01,7,3,deparia,fern genus,deparia,1e-09,mammal family,Abstraction
nankeen.n.01,fabric.n.01,6,3,nankeen,fabric,nankeen,1.58e-08,carina,Artifact
nasua.n.01,mammal_genus.n.01,7,3,nasua,mammal genus,nasua,1e-09,unattractiveness,Abstraction
nucifraga.n.01,bird_genus.n.01,7,3,nucifraga,bird genus,nucifraga,1e-09,carina,Abstraction
thamnophilus.n.01,bird_genus.n.01,7,3,thamnophilus,bird genus,thamnophilus,1e-09,religion,Abstraction
buceros.n.01,bird_genus.n.01,7,3,buceros,bird genus,buceros,1e-09,light,Abstraction
genus_tenrec.n.01,mammal_genus.n.01,7,3,genus tenrec,mammal genus,genus tenrec,1e-09,queue,Abstraction
trichlormethiazide.n.01,thiazide.n.01,7,3,trichlormethiazide,thiazide,trichlormethiazide,1e-09,financial loss,Substance
cladorhyncus.n.01,bird_genus.n.01,7,3,cladorhyncus,bird genus,cladorhyncus,1e-09,advice,Abstraction
lithospermum.n.01,plant_genus.n.01,7,3,lithospermum,plant genus,lithospermum,1e-09,mammal genus,Abstraction
phallaceae.n.01,fungus_family.n.01,7,3,phallaceae,fungus family,phallaceae,1e-09,fungus order,Abstraction
sirenidae.n.01,amphibian_family.n.01,7,3,sirenidae,amphibian family,sirenidae,1e-09,ideal,Abstraction
ectoparasite.n.01,parasite.n.01,7,3,ectoparasite,parasite,ectoparasite,1.05e-08,fabric,Other
symphyla.n.01,class.n.07,6,3,symphyla,class,symphyla,1e-09,reaction,Abstraction
abidance.n.03,continuance.n.01,7,3,abidance,continuance,abidance,1e-09,word,Abstraction
dimetapp.n.01,antihistamine.n.01,7,3,dimetapp,antihistamine,dimetapp,1e-09,mental health,Substance
gnetopsida.n.01,class.n.07,6,3,gnetopsida,class,gnetopsida,1e-09,word,Abstraction
genus_forestiera.n.01,dicot_genus.n.01,7,3,genus forestiera,dicot genus,genus forestiera,1e-09,cardinal number,Abstraction
heteroploid.n.01,organism.n.01,6,3,heteroploid,organism,heteroploid,1e-09,astonishment,Other
1530s.n.01,decade.n.01,6,3,1530s,decade,1530s,2.83e-09,root,Abstraction
koasati.n.01,muskhogean.n.01,7,3,koasati,muskhogean,koasati,1e-09,movement,Person
syncategorem.n.01,word.n.01,6,3,syncategorem,word,syncategorem,1e-09,nutriment,Abstraction
gerbillinae.n.01,mammal_family.n.01,7,3,gerbillinae,mammal family,gerbillinae,1e-09,world,Abstraction
dinginess.n.01,dirtiness.n.01,7,3,dinginess,dirtiness,dinginess,4.27e-08,financial loss,Abstraction
oilcloth.n.01,fabric.n.01,6,3,oilcloth,fabric,oilcloth,4.07e-08,center of mass,Artifact
isometry.n.01,growth_rate.n.01,6,3,isometry,growth rate,isometry,3.98e-08,animal order,Abstraction
galvanism.n.01,electricity.n.01,7,3,galvanism,electricity,galvanism,1.86e-08,mammal genus,Other
effacement.n.02,withdrawal.n.03,7,3,effacement,withdrawal,effacement,5.89e-08,course,Abstraction
sulk.n.01,temper.n.02,6,3,sulk,temper,sulk,3.55e-07,league,Abstraction
bioelectricity.n.01,organic_phenomenon.n.01,6,3,bioelectricity,organic phenomenon,bioelectricity,1.82e-08,football official,Other
unkindness.n.01,insensitivity.n.01,6,3,unkindness,insensitivity,unkindness,7.76e-08,amerind,Abstraction
squatter.n.02,intruder.n.01,6,3,squatter,intruder,squatter,3.55e-07,continuance,Person
imperfective.n.01,durative.n.01,7,3,imperfective,durative,imperfective,5.89e-08,fungus order,Abstraction
formica.n.02,arthropod_genus.n.01,7,3,formica,arthropod genus,formica,2.69e-07,work unit,Abstraction
pabulum.n.02,food.n.03,6,3,pabulum,food,pabulum,2.19e-08,practice,Abstraction
sidecar.n.02,conveyance.n.03,7,3,sidecar,conveyance,sidecar,3.47e-07,horn,Artifact
whalebone.n.01,horn.n.07,7,3,whalebone,horn,whalebone,1.26e-07,reptile genus,Abstraction
prokaryote.n.01,organism.n.01,6,3,prokaryote,organism,prokaryote,2.82e-08,surface,Other
medaille_militaire.n.01,decoration.n.02,7,3,medaille militaire,decoration,medaille militaire,1.94e-08,amerind,Abstraction
meritocracy.n.02,political_orientation.n.01,7,3,meritocracy,political orientation,meritocracy,3.55e-07,mineral,Abstraction
eversion.n.01,position.n.04,6,3,eversion,position,eversion,3.47e-08,word,Abstraction
elymus.n.01,monocot_genus.n.01,7,3,elymus,monocot genus,elymus,2.29e-08,retreat,Abstraction
cornu.n.01,structure.n.04,6,3,cornu,structure,cornu,8.91e-08,negotiator,Other
automatism.n.01,reaction.n.03,6,3,automatism,reaction,automatism,6.46e-08,community,Other
niobite.n.01,mineral.n.01,6,3,niobite,mineral,niobite,1.86e-08,citizen,Abstraction
barycenter.n.01,center_of_mass.n.01,7,3,barycenter,center of mass,barycenter,2.63e-08,organism,Other
villainess.n.01,villain.n.01,6,3,villainess,villain,villainess,8.32e-08,amerind,Person
compromiser.n.01,negotiator.n.01,6,3,compromiser,negotiator,compromiser,2.45e-08,design,Person
vesuvianite.n.01,mineral.n.01,6,3,vesuvianite,mineral,vesuvianite,1.78e-08,surface,Abstraction
asceticism.n.01,doctrine.n.01,7,3,asceticism,doctrine,asceticism,2.51e-07,movement,Abstraction
canthus.n.01,corner.n.02,6,3,canthus,corner,canthus,3.39e-08,mammal genus,Other
blacktop.n.01,paving.n.01,6,3,blacktop,paving,blacktop,1.74e-07,freshwater fish,Artifact
arawak.n.02,amerind.n.01,6,3,arawak,amerind,arawak,6.61e-08,spectrum,Abstraction
convertibility.n.01,exchangeability.n.01,6,3,convertibility,exchangeability,convertibility,8.32e-08,cake,Abstraction
explicitness.n.01,clarity.n.01,6,3,explicitness,clarity,explicitness,3.98e-08,league,Abstraction
homiletics.n.02,art.n.03,7,3,homiletics,art,homiletics,4.57e-08,corner,Abstraction
medullated_nerve_fiber.n.01,nerve_fiber.n.01,7,3,medullated nerve fiber,nerve fiber,medullated nerve fiber,5.33e-08,race,Abstraction
romanov.n.01,emperor.n.01,7,3,romanov,emperor,romanov,2.88e-07,radiobiologist,Person
elul.n.01,jewish_calendar_month.n.01,7,3,elul,jewish calendar month,elul,4.37e-08,root,Abstraction
repatriate.n.01,citizen.n.01,6,3,repatriate,citizen,repatriate,2.51e-07,monocot genus,Person
undulation.n.02,movement.n.03,6,3,undulation,movement,undulation,5.37e-08,mammal family,Abstraction
sharkskin.n.01,fabric.n.01,6,3,sharkskin,fabric,sharkskin,3.39e-08,position,Artifact
genus_caiman.n.01,reptile_genus.n.01,7,3,genus caiman,reptile genus,genus caiman,1.57e-07,hopefulness,Abstraction
head_linesman.n.01,football_official.n.01,7,3,head linesman,football official,head linesman,3.89e-07,class,Person
back_burner.n.01,precedence.n.01,7,3,back burner,precedence,back burner,3.46e-06,communication,Abstraction
chain-smoker.n.01,smoker.n.01,7,3,chain-smoker,smoker,chain-smoker,2.23e-06,association,Person
arterial_blood_gases.n.01,measurement.n.01,7,3,arterial blood gases,measurement,arterial blood gases,1.32e-06,experience,Abstraction
tongue_twister.n.01,saying.n.01,6,3,tongue twister,saying,tongue twister,1.07e-06,intruder,Abstraction
gingerbread.n.01,cake.n.03,7,3,gingerbread,cake,gingerbread,1.07e-06,bird genus,Other
niger_franc.n.01,franc.n.01,7,3,niger franc,franc,niger franc,8.84e-07,plant process,Abstraction
totalitarian_state.n.01,government.n.01,7,3,totalitarian state,government,totalitarian state,1.62e-06,queue,Abstraction
nook.n.01,retreat.n.02,7,3,nook,retreat,nook,1.51e-06,unattractiveness,Other
oyster_shell.n.01,shell.n.10,7,3,oyster shell,shell,oyster shell,3.04e-06,wave,Other
honeycomb.n.01,structure.n.01,6,3,honeycomb,structure,honeycomb,8.71e-07,administrative district,Artifact
freshness.n.01,newness.n.01,6,3,freshness,newness,freshness,1.32e-06,fern genus,Abstraction
barbados_dollar.n.01,dollar.n.01,7,3,barbados dollar,dollar,barbados dollar,2.92e-06,defendant,Abstraction
misfire.n.01,breakdown.n.03,7,3,misfire,breakdown,misfire,9.77e-07,mammal genus,Abstraction
flap.n.01,covering.n.02,6,3,flap,covering,flap,3.09e-06,animal order,Artifact
reductase.n.01,enzyme.n.01,7,3,reductase,enzyme,reductase,5.13e-07,emperor,Abstraction
tsunami.n.01,wave.n.01,7,3,tsunami,wave,tsunami,3.31e-06,family,Abstraction
kleenex.n.01,tissue.n.02,7,3,kleenex,tissue,kleenex,4.9e-07,mineral,Abstraction
burmese.n.01,asian.n.01,6,3,burmese,asian,burmese,1.86e-06,nutriment,Person
taboo.n.02,inhibition.n.02,7,3,taboo,inhibition,taboo,2.95e-06,party,Abstraction
footnote.n.01,note.n.07,7,3,footnote,note,footnote,1.48e-06,administrative district,Abstraction
caretaker.n.02,official.n.01,7,3,caretaker,official,caretaker,2.82e-06,performing arts,Person
ojibwa.n.01,plains_indian.n.01,7,3,ojibwa,plains indian,ojibwa,5.75e-07,cube,Person
artichoke.n.02,vegetable.n.01,7,3,artichoke,vegetable,artichoke,5.37e-07,predicament,Other
bolivian_monetary_unit.n.01,monetary_unit.n.01,6,3,bolivian monetary unit,monetary unit,bolivian monetary unit,9.77e-07,withdrawal,Abstraction
succoth.n.01,jewish_holy_day.n.01,7,3,succoth,jewish holy day,succoth,1.57e-06,mineral,Abstraction
vol-au-vent.n.01,pastry.n.02,7,3,vol-au-vent,pastry,vol-au-vent,3.41e-06,reptile genus,Other
damper.n.02,device.n.01,7,3,damper,device,damper,8.71e-07,mammal genus,Artifact
audacity.n.02,boldness.n.02,7,3,audacity,boldness,audacity,1.86e-06,arthropod genus,Abstraction
arithmetic_progression.n.01,progression.n.01,7,3,arithmetic progression,progression,arithmetic progression,1.91e-06,association,Abstraction
abscess.n.01,symptom.n.01,7,3,abscess,symptom,abscess,6.46e-07,radiobiologist,Abstraction
probate.n.01,certificate.n.01,7,3,probate,certificate,probate,1.45e-06,mammal family,Abstraction
chiding.n.01,rebuke.n.01,7,3,chiding,rebuke,chiding,1.05e-06,movement,Abstraction
academia.n.01,world.n.02,6,3,academia,world,academia,3.47e-06,decade,Abstraction
county_palatine.n.01,administrative_district.n.01,7,3,county palatine,administrative district,county palatine,6.14e-07,shell,Other
bestiality.n.02,sexual_activity.n.01,6,3,bestiality,sexual activity,bestiality,4.17e-07,monocot genus,Other
haitian_monetary_unit.n.01,monetary_unit.n.01,6,3,haitian monetary unit,monetary unit,haitian monetary unit,1.86e-06,smoker,Abstraction
continental_glacier.n.01,glacier.n.01,6,3,continental glacier,glacier,continental glacier,2.79e-06,wood,Other
heretic.n.01,outcast.n.01,6,3,heretic,outcast,heretic,1.21e-06,stock,Person
falafel.n.01,dish.n.02,7,3,falafel,dish,falafel,4.37e-07,inhibition,Substance
mirror_image.n.01,likeness.n.01,7,3,mirror image,likeness,mirror image,2.2e-05,conveyance,Abstraction
estimate.n.02,judgment.n.02,6,3,estimate,judgment,estimate,1.95e-05,fungus family,Abstraction
freestyle.n.01,race.n.02,7,3,freestyle,race,freestyle,6.31e-06,plant process,Abstraction
implied_trust.n.01,trust.n.01,6,3,implied trust,trust,implied trust,8.01e-06,wave,Abstraction
ego_ideal.n.01,ideal.n.01,7,3,ego ideal,ideal,ego ideal,7.59e-06,surface,Abstraction
hamlet.n.01,community.n.01,6,3,hamlet,community,hamlet,4.47e-06,dirtiness,Abstraction
junction.n.01,topographic_point.n.01,6,3,junction,topographic point,junction,8.71e-06,boldness,Other
sucker.n.04,freshwater_fish.n.01,7,3,sucker,freshwater fish,sucker,3.89e-06,porch,Other
cube_root.n.01,root.n.04,6,3,cube root,root,cube root,5.26e-06,jewish calendar month,Abstraction
absorption_spectrum.n.01,spectrum.n.01,6,3,absorption spectrum,spectrum,absorption spectrum,3.65e-06,art,Abstraction
transmission.n.02,communication.n.01,6,3,transmission,communication,transmission,2.14e-05,unattractiveness,Abstraction
mi.n.08,solfa_syllable.n.01,7,3,mi,solfa syllable,mi,2e-05,league,Abstraction
foot-ton.n.01,work_unit.n.01,6,3,foot-ton,work unit,foot-ton,1.54e-05,dish,Abstraction
depreciation.n.02,financial_loss.n.01,7,3,depreciation,financial loss,depreciation,1.76e-05,dish,Abstraction
effluent.n.01,waste.n.01,6,3,effluent,waste,effluent,4.31e-06,symptom,Abstraction
marble_cake.n.01,cake.n.03,7,3,marble cake,cake,marble cake,7.19e-06,astonishment,Other
lemon_peel.n.01,peel.n.02,7,3,lemon peel,peel,lemon peel,4.2e-06,recipient,Abstraction
disguise.n.03,concealment.n.03,7,3,disguise,concealment,disguise,5.25e-06,sense organ,Abstraction
transvestism.n.01,practice.n.01,7,3,transvestism,practice,transvestism,1.29e-05,pastry,Abstraction
dependant.n.01,recipient.n.01,6,3,dependant,recipient,dependant,1.91e-05,bird genus,Person
mexican_monetary_unit.n.01,monetary_unit.n.01,6,3,mexican monetary unit,monetary unit,mexican monetary unit,7.72e-06,community,Abstraction
ivy_league.n.01,league.n.01,7,3,ivy league,league,ivy league,6.44e-06,likeness,Abstraction
hovel.n.01,shelter.n.01,7,3,hovel,shelter,hovel,6.92e-06,progression,Artifact
theorem.n.01,proposition.n.01,6,3,theorem,proposition,theorem,5.13e-06,military unit,Abstraction
back_porch.n.01,porch.n.01,7,3,back porch,porch,back porch,7.03e-06,peel,Artifact
curator.n.01,custodian.n.01,7,3,curator,custodian,curator,3.55e-06,rebuke,Person
partner_relation.n.01,fiduciary_relation.n.01,7,3,partner relation,fiduciary relation,partner relation,1.58e-05,religion,Abstraction
piperaceae.n.01,dicot_family.n.01,7,3,piperaceae,dicot family,piperaceae,1.34e-05,insensitivity,Abstraction
ice_cube.n.01,cube.n.05,7,3,ice cube,cube,ice cube,6.2e-06,porch,Artifact
highlight.n.02,light.n.07,6,3,highlight,light,highlight,1.62e-05,pastry,Abstraction
anticipation.n.04,hopefulness.n.01,6,3,anticipation,hopefulness,anticipation,9.77e-06,antihistamine,Abstraction
moss_family.n.01,family.n.06,6,3,moss family,family,moss family,7.63e-06,mental health,Abstraction
socialist_labor_party.n.01,party.n.01,6,3,socialist labor party,party,socialist labor party,1.24e-05,animal order,Abstraction
codefendant.n.01,defendant.n.01,7,3,codefendant,defendant,codefendant,9.02e-06,movement,Person
motif.n.01,design.n.04,7,3,motif,design,motif,8.71e-06,electricity,Artifact
reception_line.n.01,queue.n.01,7,3,reception line,queue,reception line,1.61e-05,performing arts,Abstraction
olive.n.03,wood.n.01,7,3,olive,wood,olive,1.23e-05,hopefulness,Abstraction
lateral_line.n.01,sense_organ.n.01,7,3,lateral line,sense organ,lateral line,5.52e-06,topographic point,Other
stuffing.n.01,concoction.n.01,7,3,stuffing,concoction,stuffing,1.48e-05,breakdown,Substance
lesbian.n.02,greek.n.02,7,3,lesbian,greek,lesbian,1.41e-05,advice,Person
racetrack.n.01,course.n.09,7,3,racetrack,course,racetrack,0.000105,recipient,Artifact
mark.n.05,impression.n.02,6,3,mark,impression,mark,0.000112,course,Abstraction
room.n.03,opportunity.n.01,7,3,room,opportunity,room,0.000245,bird genus,Abstraction
command.n.02,military_unit.n.01,7,3,command,military unit,command,5.01e-05,plant process,Abstraction
time.n.06,experience.n.03,6,3,time,experience,time,0.00195,mammal genus,Abstraction
couple.n.02,family.n.02,6,3,couple,family,couple,0.000155,defender,Abstraction
redskin.n.01,indian.n.01,6,3,redskin,indian,redskin,0.000159,reptile genus,Person
cell_wall.n.01,layer.n.02,6,3,cell wall,layer,cell wall,4.42e-05,unattractiveness,Other
frequency.n.03,cardinal_number.n.01,6,3,frequency,cardinal number,frequency,2.29e-05,discipline,Abstraction
november.n.01,gregorian_calendar_month.n.01,7,3,november,gregorian calendar month,november,0.000126,careerist,Abstraction
face.n.01,external_body_part.n.01,6,3,face,external body part,face,0.000282,arthropod genus,Other
case.n.20,container.n.01,7,3,case,container,case,0.000355,waste,Artifact
family.n.08,association.n.01,6,3,family,association,family,0.000457,representative,Abstraction
new_line.n.01,printing_operation.n.01,7,3,new line,printing operation,new line,0.000263,word,Other
wonder.n.01,astonishment.n.01,6,3,wonder,astonishment,wonder,8.51e-05,retreat,Abstraction
price.n.03,value.n.02,6,3,price,value,price,0.000174,family,Abstraction
growth_stock.n.01,stock.n.01,7,3,growth stock,stock,growth stock,4.74e-05,opportunity,Abstraction
chain.n.06,linear_unit.n.01,6,3,chain,linear unit,chain,4.47e-05,temper,Abstraction
guard.n.01,defender.n.01,6,3,guard,defender,guard,5.37e-05,organism,Person
speech_community.n.01,community.n.01,6,3,speech community,community,speech community,5.35e-05,discipline,Abstraction
sect.n.01,religion.n.02,7,3,sect,religion,sect,5.76e-05,inhibition,Abstraction
care.n.04,predicament.n.01,7,3,care,predicament,care,0.000363,retreat,Abstraction
admonition.n.01,advice.n.01,6,3,admonition,advice,admonition,5.34e-05,thiazide,Abstraction
payment.n.02,commerce.n.01,7,3,payment,commerce,payment,4.57e-05,parasite,Abstraction
school.n.06,educational_institution.n.01,7,3,school,educational institution,school,0.000513,race,Abstraction
career_man.n.01,careerist.n.01,7,3,career man,careerist,career man,9.98e-05,jewish holy day,Person
